Empresa	Descripcion Empresa	Comprobante	Descripcion Comprobante	Letra	Serie \ Punto de venta	Numero	Regimen	Informado	Estado Fiscal	Firma Digital	Estadistico	Impositivo	Afecta Caja	Anulado	Motivo Rechazo / Devolucion	Descripcion Motivo Rechazo / Devolucion	Fecha Comprobante	Fecha Ingreso	Emisor	Fecha Vto. Comprobante	Fecha de Entrega	Sucursal	Descripcion Sucursal	Esquema	Descripcion Esquema	Deposito	Descripcion Deposito	Vendedor	Descripcion Vendedor	Sector de venta	Descripcion de Sector de Venta	Supervisor	Descripcion Supervisor	Gerente	Descripcion Gerente	Tipo IVA	Descripcion Tipo IVA	Condicion de Pago	Descripcion Condicion de pago	Fecha de Pago	Numero de Pedido	Fecha pedido	Origen	Tipo de Planilla	Numero de Planilla	Transporte	Descripcion Transporte	Liquidacion	Fecha Liquidacion	Numero de Caja	Fecha caja	Cajero	Cliente	Razon Social	Domicilio	Cod. Postal	Localidad	Provincia	Descripcion	Ramo	Descripcion Ramo	Agrupacion	Descripcion Agrupacion	Area	Descripcion area	Segmento MKT	Descripcion Segmento MKT	Canal MKT	Descripcion Canal MKT	Subcanal	Descripcion Subcanal MKT	Nro. de Linea	Codigo de Articulo	Descripcion de Articulo	Concepto	Descripcion Concepto	Articulo Combo	Combo	Producto Estadistico	Descripcion Producto Estadistico	Numeros Serie	Numeros Activo	Unidades por Bulto	Bultos por Pallets	Peso	Cuenta y Orden	Proveedor Cta. y Orden	Descripcion Proveedor	Nro. rendicion	Tipo de cambio	Motivo de cambio	Descripcion	PROVEEDORES	Descripción PROVEEDORES	Contable	Fecha Asiento	Nro Asiento	Plan Cuentas	Cod Cuenta	Descripción Cuenta	Ctro Costos	Proveedor	Fecha Vigencia del precio de Compra	Precio de compra Bruto	Precio de compra Neto	Bultos Cerrados	Unidades	Bultos con Cargo	Bultos sin Cargo	Bultos Total	Peso Total	Bultos Rechazados	UM Con Cargo	UM Sin Cargo	UM Total	Precio Unitario Bruto	Bonificacion %	Precio Neto Unitario	Subtotal Bruto	Subtotal Bonificado	Subtotal Neto	I.V.A 21%	I.V.A. 27%	I.V.A. 10.5%	Percepción 3337	Percepción 5329	Percepción 212	I.I.B.B(BUENOS AIRES)	I.I.B.B(CAPITAL FEDERAL)	Impuestos Internos	Subtotal Final	Trade Spend Negociacion	Trade Spend SC manual	Trade Spend Bonificacion manual	Trade Spend Iniciativas	Trade Spend Acciones	Trade Spend Troncales	Total Trade Spend	Usuario Aprobador	OFERTAS SCJ 23-1 - COPIA 	DESCUENTO ACUERDO 5%	DESCUENTO ACUERDO 10%	OFERTAS SCJ 22-1	DESCUENTO 12% SCJ	DESCUENTO 14% SCJ	DESCUENTO 5% NIVEA
2	DEMO	ANTCC	ANTICIPO		2	1944					NO	NO	SI	NO	0		20/02/2024	20/02/2024	MCOZZO			1	CASA CENTRAL	1	FUERZA DE VENTAS 1	1	DEPOSITO CASA CENTRAL	8	JIMENEZ SOLIS	8	JIMENEZ SOLIS	0		0		RI	RESP. INSCRIPTO	2	CONTADO	20/02/2024	0	20/02/2024	CAJA			0		0					190805	LIN XIAOQUAN (P0)	ESTRADA 1 1262	1936	BELEN DE ESCOBAR	B	BUENOS AIRES	0		1	5% DTO	2	5 DTO NIVEA	1	SEGMENTO POR DEFECTO	1	CANAL POR DEFECTO	1	SPM Y AUTOS. CHICO	1	0		0	ANTICIPO PENDIENTE DE IMPUTAR	NO	0	0				0	0	0		0		0		0				SI		0	1	1140101	DEUDORES POR VENTAS	0					0	0	0	0	0	0	0	0	0	0	0	0	100131	100131	100131	100131	0	0	0	0	0	0	0	0	0	100131	0	0	0	0	0	0	0								
2	DEMO	ANTCC	ANTICIPO		2	1959					NO	NO	SI	NO	0		20/02/2024	20/02/2024	AGIUSTO			1	CASA CENTRAL	1	FUERZA DE VENTAS 1	1	DEPOSITO CASA CENTRAL	11	DUERTO GABRIEL	11	DUERTO GABRIEL	0		0		RI	RESP. INSCRIPTO	2	CONTADO	20/02/2024	0	20/02/2024	CAJA			0		0		170	20/02/2024	AGIUSTO	111367	AUTOSERVICIO S Y J SRL (P0)	AV. CHIOCCONI 167	613	GENERAL LAS HERAS	B	BUENOS AIRES	0		0		0		1	SEGMENTO POR DEFECTO	1	CANAL POR DEFECTO	1	SPM Y AUTOS. CHICO	1	0		0	ANTICIPO PENDIENTE DE IMPUTAR	NO	0	0				0	0	0		0		0		0				SI		0	1	1140101	DEUDORES POR VENTAS	0					0	0	0	0	0	0	0	0	0	0	0	0	124837	124837	124837	124837	0	0	0	0	0	0	0	0	0	124837	0	0	0	0	0	0	0								
2	DEMO	ANTCC	ANTICIPO		10	1024					NO	NO	SI	NO	0		20/02/2024	20/02/2024	NQUIROS			1	CASA CENTRAL	1	FUERZA DE VENTAS 1	1	DEPOSITO CASA CENTRAL	3	ANTONANZAS MARTIN	3	ANTONANZAS MARTIN	0		0		RI	RESP. INSCRIPTO	2	CONTADO	31/12/9999	0	20/02/2024	CAJA			0		0		169	20/02/2024	NQUIROS	111251	CAPUTO VICTORIA SOLEDAD (FP50)	DRAGO 5770	1418	SAN ANDRES	B	BUENOS AIRES	0		7	14% DTO	2	5 DTO NIVEA	1	SEGMENTO POR DEFECTO	1	CANAL POR DEFECTO	2	MAYORISTAS	1	0		0	ANTICIPO PENDIENTE DE IMPUTAR	NO	0	0				0	0	0		0		0		0				SI		0	1	1140101	DEUDORES POR VENTAS	0					0	0	0	0	0	0	0	0	0	0	0	0	13710500	13710500	13710500	13710500	0	0	0	0	0	0	0	0	0	13710500	0	0	0	0	0	0	0								
2	DEMO	ANTCC	ANTICIPO		10	1025					NO	NO	SI	NO	0		20/02/2024	20/02/2024	NQUIROS			1	CASA CENTRAL	1	FUERZA DE VENTAS 1	1	DEPOSITO CASA CENTRAL	3	ANTONANZAS MARTIN	3	ANTONANZAS MARTIN	0		0		RI	RESP. INSCRIPTO	2	CONTADO	31/12/9999	0	20/02/2024	CAJA			0		0		169	20/02/2024	NQUIROS	111249	CAPUTO CELESTE IRIS (FP40)	DRAGO 5770	1418	SAN ANDRES	B	BUENOS AIRES	0		7	14% DTO	2	5 DTO NIVEA	1	SEGMENTO POR DEFECTO	1	CANAL POR DEFECTO	2	MAYORISTAS	1	0		0	ANTICIPO PENDIENTE DE IMPUTAR	NO	0	0				0	0	0		0		0		0				SI		0	1	1140101	DEUDORES POR VENTAS	0					0	0	0	0	0	0	0	0	0	0	0	0	2253410	2253410	2253410	2253410	0	0	0	0	0	0	0	0	0	2253410	0	0	0	0	0	0	0								
2	DEMO	ANTCC	ANTICIPO		10	1026					NO	NO	SI	NO	0		20/02/2024	20/02/2024	NQUIROS			1	CASA CENTRAL	1	FUERZA DE VENTAS 1	1	DEPOSITO CASA CENTRAL	12	MENDIZABAL JUAN IGNACIO	12	MENDIZABAL JUAN IGNACIO	0		0		CF	CONSUMIDOR FINAL	2	CONTADO	31/12/9999	0	20/02/2024	CAJA			0		0		169	20/02/2024	NQUIROS	900114	JUAN TEJERO	CARCARAÑA 1238	297	HURLINGHAM	B	BUENOS AIRES	0		2	12% DTO	0		1	SEGMENTO POR DEFECTO	1	CANAL POR DEFECTO	1	SPM Y AUTOS. CHICO	1	0		0	ANTICIPO PENDIENTE DE IMPUTAR	NO	0	0				0	0	0		0		0		0				SI		0	1	1140101	DEUDORES POR VENTAS	0					0	0	0	0	0	0	0	0	0	0	0	0	298400	298400	298400	298400	0	0	0	0	0	0	0	0	0	298400	0	0	0	0	0	0	0								
2	DEMO	ANTCC	ANTICIPO		10	1027					NO	NO	SI	NO	0		20/02/2024	20/02/2024	NQUIROS			1	CASA CENTRAL	1	FUERZA DE VENTAS 1	1	DEPOSITO CASA CENTRAL	138	PABLO BARCO	138	PABLO BARCO	0		0		RI	RESP. INSCRIPTO	2	CONTADO	31/12/9999	0	20/02/2024	CAJA			0		0		169	20/02/2024	NQUIROS	125563	MATIAS ROBERTO SOLIS (P16)	PAUNERO 1469	140	BELLA VISTA	B	BUENOS AIRES	0		0		0		1	SEGMENTO POR DEFECTO	1	CANAL POR DEFECTO	8	OTROS	1	0		0	ANTICIPO PENDIENTE DE IMPUTAR	NO	0	0				0	0	0		0		0		0				SI		0	1	1140101	DEUDORES POR VENTAS	0					0	0	0	0	0	0	0	0	0	0	0	0	10000000	10000000	10000000	10000000	0	0	0	0	0	0	0	0	0	10000000	0	0	0	0	0	0	0								
2	DEMO	ANTCC	ANTICIPO		10	1028					NO	NO	SI	NO	0		20/02/2024	20/02/2024	NQUIROS			1	CASA CENTRAL	1	FUERZA DE VENTAS 1	1	DEPOSITO CASA CENTRAL	12	MENDIZABAL JUAN IGNACIO	12	MENDIZABAL JUAN IGNACIO	0		0		CF	CONSUMIDOR FINAL	2	CONTADO	31/12/9999	0	20/02/2024	CAJA			0		0		169	20/02/2024	NQUIROS	900129	FRANCO OCAMPO	LAS MARGARITAS 5051	2110	LOMA HERMOSA	B	BUENOS AIRES	0		2	12% DTO	0		1	SEGMENTO POR DEFECTO	1	CANAL POR DEFECTO	1	SPM Y AUTOS. CHICO	1	0		0	ANTICIPO PENDIENTE DE IMPUTAR	NO	0	0				0	0	0		0		0		0				SI		0	1	1140101	DEUDORES POR VENTAS	0					0	0	0	0	0	0	0	0	0	0	0	0	59750	59750	59750	59750	0	0	0	0	0	0	0	0	0	59750	0	0	0	0	0	0	0								
2	DEMO	ANTCC	ANTICIPO		10	1029					NO	NO	SI	NO	0		20/02/2024	20/02/2024	NQUIROS			1	CASA CENTRAL	1	FUERZA DE VENTAS 1	1	DEPOSITO CASA CENTRAL	12	MENDIZABAL JUAN IGNACIO	12	MENDIZABAL JUAN IGNACIO	0		0		CF	CONSUMIDOR FINAL	2	CONTADO	31/12/9999	0	20/02/2024	CAJA			0		0		169	20/02/2024	NQUIROS	900083	CILIA CHRISTIAN	GRAL PICO 9891	2110	LOMA HERMOSA	B	BUENOS AIRES	0		2	12% DTO	0		1	SEGMENTO POR DEFECTO	1	CANAL POR DEFECTO	1	SPM Y AUTOS. CHICO	1	0		0	ANTICIPO PENDIENTE DE IMPUTAR	NO	0	0				0	0	0		0		0		0				SI		0	1	1140101	DEUDORES POR VENTAS	0					0	0	0	0	0	0	0	0	0	0	0	0	254110	254110	254110	254110	0	0	0	0	0	0	0	0	0	254110	0	0	0	0	0	0	0								
2	DEMO	ANTCC	ANTICIPO		10	1030					NO	NO	SI	NO	0		20/02/2024	20/02/2024	NQUIROS			1	CASA CENTRAL	1	FUERZA DE VENTAS 1	1	DEPOSITO CASA CENTRAL	138	PABLO BARCO	138	PABLO BARCO	0		0		RI	RESP. INSCRIPTO	2	CONTADO	31/12/9999	0	20/02/2024	CAJA			0		0		169	20/02/2024	NQUIROS	189387	RECKINGER GUILLERMO E. (FP0)	SENADOR MORON 1283	140	BELLA VISTA	B	BUENOS AIRES	0		1	5% DTO	1	3 DTO NIVEA	1	SEGMENTO POR DEFECTO	1	CANAL POR DEFECTO	5	FERRETERIAS	1	0		0	ANTICIPO PENDIENTE DE IMPUTAR	NO	0	0				0	0	0		0		0		0				SI		0	1	1140101	DEUDORES POR VENTAS	0					0	0	0	0	0	0	0	0	0	0	0	0	36620	36620	36620	36620	0	0	0	0	0	0	0	0	0	36620	0	0	0	0	0	0	0								
2	DEMO	ANTCC	ANTICIPO		10	1031					NO	NO	SI	NO	0		20/02/2024	20/02/2024	NQUIROS			1	CASA CENTRAL	1	FUERZA DE VENTAS 1	1	DEPOSITO CASA CENTRAL	6	MENDOZA RODOLFO	6	MENDOZA RODOLFO	0		0		MT	RESP. MONOTRIBUTO	2	CONTADO	31/12/9999	0	20/02/2024	CAJA			0		0		169	20/02/2024	NQUIROS	192618	SILVA HECTOR OSCAR (P0)	ARIETA 2667	419	SAN JUSTO	B	BUENOS AIRES	2	TIPO NEGOCIO 2	1	5% DTO	2	5 DTO NIVEA	1	SEGMENTO POR DEFECTO	1	CANAL POR DEFECTO	3	PERF. Y CASA DE ART LIMP.	1	0		0	ANTICIPO PENDIENTE DE IMPUTAR	NO	0	0				0	0	0		0		0		0				SI		0	1	1140101	DEUDORES POR VENTAS	0					0	0	0	0	0	0	0	0	0	0	0	0	40000	40000	40000	40000	0	0	0	0	0	0	0	0	0	40000	0	0	0	0	0	0	0								
2	DEMO	ANTCC	ANTICIPO		10	1032					NO	NO	SI	NO	0		20/02/2024	20/02/2024	NQUIROS			1	CASA CENTRAL	1	FUERZA DE VENTAS 1	1	DEPOSITO CASA CENTRAL	6	MENDOZA RODOLFO	6	MENDOZA RODOLFO	0		0		RI	RESP. INSCRIPTO	2	CONTADO	31/12/9999	0	20/02/2024	CAJA			0		0		169	20/02/2024	NQUIROS	192030	LIN XUEQUIN (P40)	PTE. PERON 1090	419	SAN JUSTO	B	BUENOS AIRES	2	TIPO NEGOCIO 2	1	5% DTO	2	5 DTO NIVEA	1	SEGMENTO POR DEFECTO	1	CANAL POR DEFECTO	1	SPM Y AUTOS. CHICO	1	0		0	ANTICIPO PENDIENTE DE IMPUTAR	NO	0	0				0	0	0		0		0		0				SI		0	1	1140101	DEUDORES POR VENTAS	0					0	0	0	0	0	0	0	0	0	0	0	0	131900	131900	131900	131900	0	0	0	0	0	0	0	0	0	131900	0	0	0	0	0	0	0								
2	DEMO	ANTCC	ANTICIPO		10	1033					NO	NO	SI	NO	0		20/02/2024	20/02/2024	NQUIROS			1	CASA CENTRAL	1	FUERZA DE VENTAS 1	1	DEPOSITO CASA CENTRAL	12	MENDIZABAL JUAN IGNACIO	12	MENDIZABAL JUAN IGNACIO	0		0		CF	CONSUMIDOR FINAL	2	CONTADO	31/12/9999	0	20/02/2024	CAJA			0		0		169	20/02/2024	NQUIROS	900072	JOAQUIN PAEZ	OLASCOAGA 1935	297	HURLINGHAM	B	BUENOS AIRES	0		2	12% DTO	0		1	SEGMENTO POR DEFECTO	1	CANAL POR DEFECTO	1	SPM Y AUTOS. CHICO	1	0		0	ANTICIPO PENDIENTE DE IMPUTAR	NO	0	0				0	0	0		0		0		0				SI		0	1	1140101	DEUDORES POR VENTAS	0					0	0	0	0	0	0	0	0	0	0	0	0	194220	194220	194220	194220	0	0	0	0	0	0	0	0	0	194220	0	0	0	0	0	0	0								
2	DEMO	ANTCC	ANTICIPO		10	1034					NO	NO	SI	NO	0		20/02/2024	20/02/2024	NQUIROS			1	CASA CENTRAL	1	FUERZA DE VENTAS 1	1	DEPOSITO CASA CENTRAL	12	MENDIZABAL JUAN IGNACIO	12	MENDIZABAL JUAN IGNACIO	0		0		CF	CONSUMIDOR FINAL	2	CONTADO	31/12/9999	0	20/02/2024	CAJA			0		0		169	20/02/2024	NQUIROS	900105	SCENATI MARCOS EMILIANO	EINSTEIN 777	297	HURLINGHAM	B	BUENOS AIRES	0		2	12% DTO	0		1	SEGMENTO POR DEFECTO	1	CANAL POR DEFECTO	1	SPM Y AUTOS. CHICO	1	0		0	ANTICIPO PENDIENTE DE IMPUTAR	NO	0	0				0	0	0		0		0		0				SI		0	1	1140101	DEUDORES POR VENTAS	0					0	0	0	0	0	0	0	0	0	0	0	0	74620	74620	74620	74620	0	0	0	0	0	0	0	0	0	74620	0	0	0	0	0	0	0								
2	DEMO	ANTCC	ANTICIPO		10	1035					NO	NO	SI	NO	0		20/02/2024	20/02/2024	NQUIROS			1	CASA CENTRAL	1	FUERZA DE VENTAS 1	1	DEPOSITO CASA CENTRAL	12	MENDIZABAL JUAN IGNACIO	12	MENDIZABAL JUAN IGNACIO	0		0		CF	CONSUMIDOR FINAL	2	CONTADO	31/12/9999	0	20/02/2024	CAJA			0		0		169	20/02/2024	NQUIROS	900096	LEONARDO GARAY	CAMARGO 2243	297	HURLINGHAM	B	BUENOS AIRES	0		2	12% DTO	0		1	SEGMENTO POR DEFECTO	1	CANAL POR DEFECTO	1	SPM Y AUTOS. CHICO	1	0		0	ANTICIPO PENDIENTE DE IMPUTAR	NO	0	0				0	0	0		0		0		0				SI		0	1	1140101	DEUDORES POR VENTAS	0					0	0	0	0	0	0	0	0	0	0	0	0	2230500	2230500	2230500	2230500	0	0	0	0	0	0	0	0	0	2230500	0	0	0	0	0	0	0								
2	DEMO	DVVTA	NOTA DE CREDITO	A	1	1309	GENERAL	NO		=""	SI	SI	NO	NO	4	NO PIDIÓ	20/02/2024	20/02/2024	MCOZZO			1	CASA CENTRAL	1	FUERZA DE VENTAS 1	1	DEPOSITO CASA CENTRAL	127	SOMOZA MARIA SILVINA	127	SOMOZA MARIA SILVINA	0		0		RI	RESP. INSCRIPTO	2	CONTADO		0	09/02/2024	LIQUIDACION	CAR	0000 - 00001761	9	PEUGEOT EZEQUIEL	0					191637	YAN YUEPING	AV. CENTENARIO 1902	1601	BECCAR	B	BUENOS AIRES	0		0		0		1	SEGMENTO POR DEFECTO	1	CANAL POR DEFECTO	1	SPM Y AUTOS. CHICO	1	94	BLEM CERA BOTELLA NEGRO X 800 ML/12/AR	0		NO	0	0				12	55	10.2	NO	0		0		0		1003	SCJ	SI		0	1	4110101	VENTA DE MERCADERIAS	0	1 - SC JOHNSON & SON ARG SAIC	11/10/23	26719.577	26719.577	0	-2	-.1666666667	0	-.1666666667	0	.1666666667	-1.7000000003	0	-1.7000000003	-39010.58	0	39010.58	-6501.76	0	-6501.76	-1365.37	0	0	0	0	0	0	0	0	-7867.13	0	0	0	0	0	0	0								
2	DEMO	DVVTA	NOTA DE CREDITO	A	1	1310	GENERAL	NO		=""	SI	SI	NO	NO	4	NO PIDIÓ	20/02/2024	20/02/2024	MCOZZO			1	CASA CENTRAL	1	FUERZA DE VENTAS 1	1	DEPOSITO CASA CENTRAL	127	SOMOZA MARIA SILVINA	127	SOMOZA MARIA SILVINA	0		0		RI	RESP. INSCRIPTO	2	CONTADO		0	09/02/2024	LIQUIDACION	CAR	0000 - 00001761	9	PEUGEOT EZEQUIEL	0					189661	PERUGINI RENE	SARRATEA 813	1602	BOULOGNE	B	BUENOS AIRES	0		0		0		1	SEGMENTO POR DEFECTO	1	CANAL POR DEFECTO	1	SPM Y AUTOS. CHICO	1	1053	RAID AERO ANTIPOLILLAS 360ML/12 AR	0		NO	0	0				12	140	3.82	NO	0		0		0		1003	SCJ	SI		0	1	4110101	VENTA DE MERCADERIAS	0	1 - SC JOHNSON & SON ARG SAIC	11/10/23	19369.185	19369.185	0	-1	-.0833333333	0	-.0833333333	0	.0833333333	-.3179999999	0	-.3179999999	-28279.01	10	25451.11	-2356.58	-235.66	-2120.93	-445.4	0	0	0	0	0	0	0	0	-2566.32	0	0	-235.65	0	0	0	-235.65	lfassi							
2	DEMO	DVVTA	NOTA DE CREDITO	A	1	1310	GENERAL	NO		=""	SI	SI	NO	NO	4	NO PIDIÓ	20/02/2024	20/02/2024	MCOZZO			1	CASA CENTRAL	1	FUERZA DE VENTAS 1	1	DEPOSITO CASA CENTRAL	127	SOMOZA MARIA SILVINA	127	SOMOZA MARIA SILVINA	0		0		RI	RESP. INSCRIPTO	2	CONTADO		0	09/02/2024	LIQUIDACION	CAR	0000 - 00001761	9	PEUGEOT EZEQUIEL	0					189661	PERUGINI RENE	SARRATEA 813	1602	BOULOGNE	B	BUENOS AIRES	0		0		0		1	SEGMENTO POR DEFECTO	1	CANAL POR DEFECTO	1	SPM Y AUTOS. CHICO	2	1121	RAID MAX CUCARACHAS 360  ML	0		NO	0	0				12	140	4.81	NO	0		0		0		1003	SCJ	SI		0	1	4110101	VENTA DE MERCADERIAS	0	1 - SC JOHNSON & SON ARG SAIC	11/10/23	28689.014	28689.014	0	-4	-.3333333333	0	-.3333333333	0	.3333333333	-1.6039999998	0	-1.6039999998	-41885.96	15	35603.07	-13961.99	-2094.3	-11867.69	-2492.21	0	0	0	0	0	0	0	0	-14359.9	0	0	-696.7	0	-1397.59	0	-2094.29	lfassi	X						
2	DEMO	DVVTA	NOTA DE CREDITO	A	1	1311					SI	SI	SI	NO	6	DISCONFORMIDAD CON PRECIO	20/02/2024	20/02/2024	AGIUSTO		20/02/2024	1	CASA CENTRAL	1	FUERZA DE VENTAS 1	1	DEPOSITO CASA CENTRAL	127	SOMOZA MARIA SILVINA	127	SOMOZA MARIA SILVINA	0		0		RI	RESP. INSCRIPTO	1	CTA CTE	31/12/9999	0	20/02/2024	CAJA			0		0		170	20/02/2024	AGIUSTO	180140	CASA OSLE S.A.	AV LEMOS 1634	1870	LOS POLVORINES	B	BUENOS AIRES	0		3	14% DTO	0		1	SEGMENTO POR DEFECTO	1	CANAL POR DEFECTO	1	SPM Y AUTOS. CHICO	1	0		1	AJUSTE DE FACTURACIÓN	NO	0	0				0	0	0		0		0		0				SI		0	1	4110101	VENTA DE MERCADERIAS	0					0	0	0	0	0	0	0	0	0	0	0	0	2481653.71	-2481653.71	-2481653.71	-2481653.71	-521147.2791	0	0	0	0	0	0	0	0	-3002800.99	0	0	0	0	0	0	0								
2	DEMO	DVVTA	NOTA DE CREDITO	A	1	1312	GENERAL	NO		=""	SI	SI	NO	NO	4	NO PIDIÓ	20/02/2024	20/02/2024	MCOZZO			1	CASA CENTRAL	1	FUERZA DE VENTAS 1	1	DEPOSITO CASA CENTRAL	138	PABLO BARCO	138	PABLO BARCO	0		0		RI	RESP. INSCRIPTO	1	CTA CTE	31/12/9999	0	08/02/2024	LIQUIDACION	CAR	0000 - 00001760	7	MERCEDEZ DIEGO	944	20/02/2024				111013	SANBRU SRL (FP40)	JOSE HERNANDEZ 3050	1872	TORTUGUITAS	B	BUENOS AIRES	0		1	5% DTO	1	3 DTO NIVEA	1	SEGMENTO POR DEFECTO	1	CANAL POR DEFECTO	1	SPM Y AUTOS. CHICO	1	1114	RAID ESPIRALES SOBRES 4 X 12 X 4UN	0		NO	0	0				48	119	2.45	NO	0		0		0		1003	SCJ	SI		0	1	4110101	VENTA DE MERCADERIAS	0	1 - SC JOHNSON & SON ARG SAIC	11/10/23	9093.927	9093.927	-1	0	-1	0	-1	0	1	-2.448	0	-2.448	-14276.47	5	13562.65	-14276.47	-713.82	-13562.65	-2848.16	0	0	0	0	0	0	0	0	-16410.81	0	0	0	0	-713.82	0	-713.82			X					
2	DEMO	DVVTA	NOTA DE CREDITO	A	1	1313	GENERAL	NO		=""	SI	SI	SI	NO	6	DISCONFORMIDAD CON PRECIO	20/02/2024	20/02/2024	MCOZZO		20/02/2024	1	CASA CENTRAL	1	FUERZA DE VENTAS 1	1	DEPOSITO CASA CENTRAL	138	PABLO BARCO	138	PABLO BARCO	0		0		RI	RESP. INSCRIPTO	1	CTA CTE	20/02/2024	0	08/02/2024	CAJA			0		0					120292	REVELIA SRL (FP40)	AV. ARTURO ILLIA 7796 7796	1868	GRAND BOURG	B	BUENOS AIRES	0		1	5% DTO	1	3 DTO NIVEA	1	SEGMENTO POR DEFECTO	1	CANAL POR DEFECTO	1	SPM Y AUTOS. CHICO	1	309	LYSOFORM APC  LAVANDA 12X900ML AR	0		NO	0	0				12	75	11.2	NO	0		0		0		1003	SCJ	SI		0	1	4110101	VENTA DE MERCADERIAS	0	1 - SC JOHNSON & SON ARG SAIC	11/10/23	6282.684	6282.684	-1	0	-1	0	-1	0	1	-11.196	0	-11.196	-9863.14	5	9369.98	-9863.14	-493.16	-9369.98	-1967.7	0	0	0	0	0	0	0	0	-11337.68	0	0	0	0	-493.15	0	-493.15			X					
2	DEMO	DVVTA	NOTA DE CREDITO	A	1	1313	GENERAL	NO		=""	SI	SI	SI	NO	6	DISCONFORMIDAD CON PRECIO	20/02/2024	20/02/2024	MCOZZO		20/02/2024	1	CASA CENTRAL	1	FUERZA DE VENTAS 1	1	DEPOSITO CASA CENTRAL	138	PABLO BARCO	138	PABLO BARCO	0		0		RI	RESP. INSCRIPTO	1	CTA CTE	20/02/2024	0	08/02/2024	CAJA			0		0					120292	REVELIA SRL (FP40)	AV. ARTURO ILLIA 7796 7796	1868	GRAND BOURG	B	BUENOS AIRES	0		1	5% DTO	1	3 DTO NIVEA	1	SEGMENTO POR DEFECTO	1	CANAL POR DEFECTO	1	SPM Y AUTOS. CHICO	2	89	MR MUSCULO ANTIGRASA COCINA DP 450  ML	0		NO	0	0				15	88	7.05	NO	0		0		0		1003	SCJ	SI		0	1	4110101	VENTA DE MERCADERIAS	0	1 - SC JOHNSON & SON ARG SAIC	11/10/23	8950.934	8950.934	0	-6	-.4	0	-.4	0	.4	-2.82	0	-2.82	-14052	5	13349.4	-5620.8	-281.04	-5339.76	-1121.35	0	0	0	0	0	0	0	0	-6461.11	0	0	0	0	-281.04	0	-281.04			X					
2	DEMO	DVVTA	NOTA DE CREDITO	A	1	1313	GENERAL	NO		=""	SI	SI	SI	NO	6	DISCONFORMIDAD CON PRECIO	20/02/2024	20/02/2024	MCOZZO		20/02/2024	1	CASA CENTRAL	1	FUERZA DE VENTAS 1	1	DEPOSITO CASA CENTRAL	138	PABLO BARCO	138	PABLO BARCO	0		0		RI	RESP. INSCRIPTO	1	CTA CTE	20/02/2024	0	08/02/2024	CAJA			0		0					120292	REVELIA SRL (FP40)	AV. ARTURO ILLIA 7796 7796	1868	GRAND BOURG	B	BUENOS AIRES	0		1	5% DTO	1	3 DTO NIVEA	1	SEGMENTO POR DEFECTO	1	CANAL POR DEFECTO	1	SPM Y AUTOS. CHICO	3	1116	RAID ESPIRALES ESTUCHES LAV 24 X 12UN	0		NO	0	0				24	77	4.03	NO	0		0		0		1003	SCJ	SI		0	1	4110101	VENTA DE MERCADERIAS	0	1 - SC JOHNSON & SON ARG SAIC	11/10/23	15037.841	15037.841	-1	0	-1	0	-1	0	1	-4.032	0	-4.032	-23607.79	5	22427.4	-23607.79	-1180.39	-22427.4	-4709.75	0	0	0	0	0	0	0	0	-27137.15	0	0	0	0	-1180.38	0	-1180.38			X					
2	DEMO	DVVTA	NOTA DE CREDITO	A	1	1313	GENERAL	NO		=""	SI	SI	SI	NO	6	DISCONFORMIDAD CON PRECIO	20/02/2024	20/02/2024	MCOZZO		20/02/2024	1	CASA CENTRAL	1	FUERZA DE VENTAS 1	1	DEPOSITO CASA CENTRAL	138	PABLO BARCO	138	PABLO BARCO	0		0		RI	RESP. INSCRIPTO	1	CTA CTE	20/02/2024	0	08/02/2024	CAJA			0		0					120292	REVELIA SRL (FP40)	AV. ARTURO ILLIA 7796 7796	1868	GRAND BOURG	B	BUENOS AIRES	0		1	5% DTO	1	3 DTO NIVEA	1	SEGMENTO POR DEFECTO	1	CANAL POR DEFECTO	1	SPM Y AUTOS. CHICO	4	393	GLADE APC PARAISO AZUL 900 ML	0		NO	0	0				12	75	11.2	NO	0		0		0		1003	SCJ	SI		0	1	4110101	VENTA DE MERCADERIAS	0	1 - SC JOHNSON & SON ARG SAIC	11/10/23	7383.346	7383.346	0	-6	-.5	0	-.5	0	.5	-5.598	0	-5.598	-11591.06	17.81	9526.69	-5795.53	-1032.18	-4763.35	-1000.3	0	0	0	0	0	0	0	0	-5763.65	0	0	0	0	-1032.18	0	-1032.18		X						
